20170630	3	A	1	Pi_sensor	16	10	NA
20170630	3	A	2	Pi_sensor	14	10	NA
20170630	3	A	3	Pi_sensor	12	10	NA
20170630	3	A	4	Pi_sensor	10	10	54934
20170630	3	A	5	Pi_sensor	8	10	46332
20170630	3	A	6	Pi_sensor	6	10	37201
20170630	3	A	7	Pi_sensor	5	10	32449
20170630	3	A	8	Pi_sensor	4	10	27234
20170630	3	A	9	Pi_sensor	3	10	22646
20170630	3	A	10	Pi_sensor	2	10	17827
20170630	3	A	11	Pi_sensor	1	10	13560
20170630	3	A	12	Pi_sensor	0	10	10422
20170630	7	A	1	Pi_sensor	16	10	NA
20170630	7	A	2	Pi_sensor	14	10	NA
20170630	7	A	3	Pi_sensor	12	10	62491
20170630	7	A	4	Pi_sensor	10	10	54904
20170630	7	A	5	Pi_sensor	8	10	46024
20170630	7	A	6	Pi_sensor	6	10	37027
20170630	7	A	7	Pi_sensor	5	10	32381
20170630	7	A	8	Pi_sensor	4	10	27307
20170630	7	A	9	Pi_sensor	3	10	22677
20170630	7	A	10	Pi_sensor	2	10	17715
20170630	7	A	11	Pi_sensor	1	10	13565
20170630	7	A	12	Pi_sensor	0	10	10523
20170630	11	A	1	Pi_sensor	16	10	NA
20170630	11	A	2	Pi_sensor	14	10	NA
20170630	11	A	3	Pi_sensor	12	10	NA
20170630	11	A	4	Pi_sensor	10	10	54677
20170630	11	A	5	Pi_sensor	8	10	46041
20170630	11	A	6	Pi_sensor	6	10	37016
20170630	11	A	7	Pi_sensor	5	10	32246
20170630	11	A	8	Pi_sensor	4	10	27114
20170630	11	A	9	Pi_sensor	3	10	22362
20170630	11	A	10	Pi_sensor	2	10	17793
20170630	11	A	11	Pi_sensor	1	10	13566
20170630	11	A	12	Pi_sensor	0	10	10415
20170630	15	A	1	Pi_sensor	16	10	NA
20170630	15	A	2	Pi_sensor	14	10	NA
20170630	15	A	3	Pi_sensor	12	10	62162
20170630	15	A	4	Pi_sensor	10	10	54781
20170630	15	A	5	Pi_sensor	8	10	45812
20170630	15	A	6	Pi_sensor	6	10	37320
20170630	15	A	7	Pi_sensor	5	10	32209
20170630	15	A	8	Pi_sensor	4	10	27085
20170630	15	A	9	Pi_sensor	3	10	22456
20170630	15	A	10	Pi_sensor	2	10	17927
20170630	15	A	11	Pi_sensor	1	10	13483
20170630	15	A	12	Pi_sensor	0	10	10428
20170630	19	A	1	Pi_sensor	16	10	NA
20170630	19	A	2	Pi_sensor	14	10	NA
20170630	19	A	3	Pi_sensor	12	10	62426
20170630	19	A	4	Pi_sensor	10	10	54593
20170630	19	A	5	Pi_sensor	8	10	45989
20170630	19	A	6	Pi_sensor	6	10	36942
20170630	19	A	7	Pi_sensor	5	10	31947
20170630	19	A	8	Pi_sensor	4	10	27214
20170630	19	A	9	Pi_sensor	3	10	22289
20170630	19	A	10	Pi_sensor	2	10	17760
20170630	19	A	11	Pi_sensor	1	10	13502
20170630	19	A	12	Pi_sensor	0	10	10487
20170630	23	A	1	Pi_sensor	16	10	NA
20170630	23	A	2	Pi_sensor	14	10	NA
20170630	23	A	3	Pi_sensor	12	10	61920
20170630	23	A	4	Pi_sensor	10	10	55059
20170630	23	A	5	Pi_sensor	8	10	45452
20170630	23	A	6	Pi_sensor	6	10	37521
20170630	23	A	7	Pi_sensor	5	10	31792
20170630	23	A	8	Pi_sensor	4	10	27154
20170630	23	A	9	Pi_sensor	3	10	22228
20170630	23	A	10	Pi_sensor	2	10	17778
20170630	23	A	11	Pi_sensor	1	10	13339
20170630	23	A	12	Pi_sensor	0	10	10347
20170630	27	A	1	Pi_sensor	16	10	NA
20170630	27	A	2	Pi_sensor	14	10	NA
20170630	27	A	3	Pi_sensor	12	10	62624
20170630	27	A	4	Pi_sensor	10	10	54542
20170630	27	A	5	Pi_sensor	8	10	45620
20170630	27	A	6	Pi_sensor	6	10	37028
20170630	27	A	7	Pi_sensor	5	10	32340
20170630	27	A	8	Pi_sensor	4	10	26962
20170630	27	A	9	Pi_sensor	3	10	22406
20170630	27	A	10	Pi_sensor	2	10	17634
20170630	27	A	11	Pi_sensor	1	10	13458
20170630	27	A	12	Pi_sensor	0	10	10349
20170630	31	A	1	Pi_sensor	16	10	NA
20170630	31	A	2	Pi_sensor	14	10	NA
20170630	31	A	3	Pi_sensor	12	10	62133
20170630	31	A	4	Pi_sensor	10	10	54637
20170630	31	A	5	Pi_sensor	8	10	45982
20170630	31	A	6	Pi_sensor	6	10	36776
20170630	31	A	7	Pi_sensor	5	10	32106
20170630	31	A	8	Pi_sensor	4	10	27127
20170630	31	A	9	Pi_sensor	3	10	22639
20170630	31	A	10	Pi_sensor	2	10	17615
20170630	31	A	11	Pi_sensor	1	10	13501
20170630	31	A	12	Pi_sensor	0	10	10371
20170630	35	A	1	Pi_sensor	16	10	NA
20170630	35	A	2	Pi_sensor	14	10	NA
20170630	35	A	3	Pi_sensor	12	10	62446
20170630	35	A	4	Pi_sensor	10	10	54530
20170630	35	A	5	Pi_sensor	8	10	45699
20170630	35	A	6	Pi_sensor	6	10	36886
20170630	35	A	7	Pi_sensor	5	10	32120
20170630	35	A	8	Pi_sensor	4	10	27364
20170630	35	A	9	Pi_sensor	3	10	22276
20170630	35	A	10	Pi_sensor	2	10	17591
20170630	35	A	11	Pi_sensor	1	10	13493
20170630	35	A	12	Pi_sensor	0	10	10360
20170630	39	A	1	Pi_sensor	16	10	NA
20170630	39	A	2	Pi_sensor	14	10	NA
20170630	39	A	3	Pi_sensor	12	10	62282
20170630	39	A	4	Pi_sensor	10	10	54128
20170630	39	A	5	Pi_sensor	8	10	45798
20170630	39	A	6	Pi_sensor	6	10	36597
20170630	39	A	7	Pi_sensor	5	10	31976
20170630	39	A	8	Pi_sensor	4	10	27176
20170630	39	A	9	Pi_sensor	3	10	22332
20170630	39	A	10	Pi_sensor	2	10	17539
20170630	39	A	11	Pi_sensor	1	10	13553
20170630	39	A	12	Pi_sensor	0	10	10458
20170630	42	A	1	Pi_sensor	16	10	NA
20170630	42	A	2	Pi_sensor	14	10	NA
20170630	42	A	3	Pi_sensor	12	10	62313
20170630	42	A	4	Pi_sensor	10	10	54169
20170630	42	A	5	Pi_sensor	8	10	45808
20170630	42	A	6	Pi_sensor	6	10	37083
20170630	42	A	7	Pi_sensor	5	10	32046
20170630	42	A	8	Pi_sensor	4	10	27065
20170630	42	A	9	Pi_sensor	3	10	22238
20170630	42	A	10	Pi_sensor	2	10	17621
20170630	42	A	11	Pi_sensor	1	10	13353
20170630	42	A	12	Pi_sensor	0	10	10353
20170630	46	A	1	Pi_sensor	16	10	NA
20170630	46	A	2	Pi_sensor	14	10	NA
20170630	46	A	3	Pi_sensor	12	10	62357
20170630	46	A	4	Pi_sensor	10	10	54094
20170630	46	A	5	Pi_sensor	8	10	45787
20170630	46	A	6	Pi_sensor	6	10	36749
20170630	46	A	7	Pi_sensor	5	10	31952
20170630	46	A	8	Pi_sensor	4	10	27128
20170630	46	A	9	Pi_sensor	3	10	22241
20170630	46	A	10	Pi_sensor	2	10	17516
20170630	46	A	11	Pi_sensor	1	10	13453
20170630	46	A	12	Pi_sensor	0	10	10432
20170630	50	A	1	Pi_sensor	16	10	NA
20170630	50	A	2	Pi_sensor	14	10	NA
20170630	50	A	3	Pi_sensor	12	10	62326
20170630	50	A	4	Pi_sensor	10	10	54182
20170630	50	A	5	Pi_sensor	8	10	45558
20170630	50	A	6	Pi_sensor	6	10	36680
20170630	50	A	7	Pi_sensor	5	10	32115
20170630	50	A	8	Pi_sensor	4	10	27038
20170630	50	A	9	Pi_sensor	3	10	22190
20170630	50	A	10	Pi_sensor	2	10	17531
20170630	50	A	11	Pi_sensor	1	10	13432
20170630	50	A	12	Pi_sensor	0	10	10335
20170630	54	A	1	Pi_sensor	16	10	NA
20170630	54	A	2	Pi_sensor	14	10	NA
20170630	54	A	3	Pi_sensor	12	10	61867
20170630	54	A	4	Pi_sensor	10	10	54043
20170630	54	A	5	Pi_sensor	8	10	45591
20170630	54	A	6	Pi_sensor	6	10	36712
20170630	54	A	7	Pi_sensor	5	10	31661
20170630	54	A	8	Pi_sensor	4	10	27001
20170630	54	A	9	Pi_sensor	3	10	22112
20170630	54	A	10	Pi_sensor	2	10	17602
20170630	54	A	11	Pi_sensor	1	10	13382
20170630	54	A	12	Pi_sensor	0	10	10461
20170630	58	A	1	Pi_sensor	16	10	NA
20170630	58	A	2	Pi_sensor	14	10	NA
20170630	58	A	3	Pi_sensor	12	10	61938
20170630	58	A	4	Pi_sensor	10	10	54061
20170630	58	A	5	Pi_sensor	8	10	45681
